1.0	0.0	0%
10.0	0.0	90%
100.0	0.0	99%
1000.0	0.0	99.9%
10000.0	0.0	99.99%
100000.0	0.0	99.999%
1000000.0	0.0	99.9999%
10000000.0	0.0	99.99999%
